2025-08-24 17:20:39 - __main__ - INFO - ====== 开始数据获取 ======
2025-08-24 17:20:39 - __main__ - INFO - 正常模式：使用10年数据
2025-08-24 17:20:39 - src.data_storage.data_saver - INFO - init saver, file path: ./data/stock_data.db
2025-08-24 17:20:39 - src.data_storage.data_saver - INFO - read stock_daily data from sqlite, sql command: select * from stock_daily where trade_date >= 20150827 and trade_date <= 20250824
2025-08-24 17:20:41 - __main__ - INFO - 获取数据完成: 20220104至20250819, 共691696条记录, 800支股票
2025-08-24 17:20:41 - __main__ - INFO - 过滤后剩余股票: 800
2025-08-24 17:20:41 - __main__ - INFO - ====== 开始计算技术指标 ======
2025-08-24 17:20:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 000002.SZ: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300285.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300274.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300316.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300308.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300346.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300339.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300347.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300383.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300373.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300390.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300394.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300395.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300408.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:40 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300413.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300418.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300433.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300442.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300454.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300450.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300458.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300474.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300487.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300476.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300496.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300498.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300502.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300529.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300567.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300558.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300573.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300595.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300601.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300604.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300623.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300627.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300661.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300628.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300677.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300676.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300679.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300699.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300724.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300748.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300735.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300750.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300751.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300757.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300759.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300763.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300760.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300765.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300782.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300803.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300832.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300888.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300857.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300896.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300919.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300957.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300979.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301165.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 300999.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301267.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301236.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301301.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301269.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301358.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301498.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301308.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 301536.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 302132.SZ: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600000.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600004.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600007.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600008.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600010.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600009.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600011.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600015.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600018.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600016.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600019.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600021.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600023.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600025.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600026.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600027.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600028.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600029.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600030.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600031.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600032.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600036.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600038.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600048.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600039.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600050.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600056.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600060.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600062.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600061.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600066.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600079.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600085.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600089.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600095.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600096.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600098.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600104.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:41 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600109.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600111.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600115.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600126.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600118.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600131.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600132.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600141.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600143.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600150.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600153.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600155.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600157.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600160.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600161.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600166.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600170.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600171.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600176.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600183.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600177.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600188.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600196.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600208.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600219.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600233.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600258.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600271.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600276.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600282.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600295.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600298.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600299.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600312.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600309.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600316.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600325.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600329.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600339.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600332.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600348.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600346.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600352.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600361.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600362.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600363.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600369.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600372.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600373.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600377.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
2025-08-24 22:04:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 600378.SH: {'BBANDS', 'MA', 'VOLUME', 'CANDLESTICK'}
